Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
DAWN,Day One Biopharmaceuticals,15.51,0.0184,619603,62,11/6/2023,0.1011,0.0139,-0.2597,0.0995,0.2889,-0.2144,0,IBB - XBI - IWM,1348963968
VLD,Velo3d,0.27,0.0266,4007868,737,11/6/2023,0.066,0,-0.0971,-0.0348,0.0701,-0.2303,0,IWM,54214248
HIMS,Hims & Hers Health Class A,9.87,0.002,2580639,2612,11/6/2023,0.1869,0.1099,-0.2745,-0.1128,0.27,-0.3679,0,IWM,2092375808
ALTO,Alto Ingredients,1.97,0.0649,1158041,2411,11/6/2023,0.147,-0.6073,3.2695,0.399,1.4594,-0.0945,0,,149995808
AMRC,Ameresco Class A,22.85,0.0205,523508,155,11/6/2023,0.1609,-0.1488,0.0194,0.0703,0.201,-0.0518,0,IWM,1193558784
ATEC,Alphatec Holdings,16.78,0.0078,1874777,558,11/6/2023,0.0849,0.0524,0.1348,-0.1488,-0.043,-0.3764,0,IWM,2294903296
GOOD,Gladstone Commercial - Real Estate Investment Trust,12.88,0.0134,202545,63,11/6/2023,0.0477,-0.0335,0.0417,0.1639,0.3315,-0.0425,0,VNQ - IWM,514143840
TDW,Tidewater,67.51,-0.0053,779419,994,11/6/2023,0.0859,-0.125,0.4101,0.1217,0.2117,-0.0423,0,IWM,3567352832
AIV,Apartment Inv & Mgmt,7.51,0,1119089,1906,11/6/2023,0.144,0.0423,0.0092,-0.2075,-0.0534,-0.432,0,VNQ - IWM,1094655360
AWR,American States Water Company,75.51,0.0053,181291,27,11/6/2023,0.0514,-0.0225,-0.1524,-0.014,0.3542,-0.24,0,IWM,2789749760
EVCM,Evercommerce,9.94,-0.004,103045,37,11/6/2023,0.0696,-0.1531,0.7693,0.4544,1.2843,-0.089,0,IWM,1876082560
QTRX,Quanterix,24.28,-0.0029,325689,89,11/6/2023,0.1262,0.0218,-0.1667,0.5359,2.558,-0.2504,0,IBB - IWM,918506112
NINE,Nine Energy Service,2.22,0.0137,847322,287,11/6/2023,0.1781,-0.2595,0.4041,-0.1517,0.0394,-0.3135,0,,78478248
CE,Celanese,148.92,0.0001,744103,530,11/6/2023,0.0624,-0.0288,-0.2617,-0.1803,-0.0934,-0.3117,0,SPY - XLB,16200679424
ATSG,Air Transport Services Group,14.87,0.0269,604774,416,11/6/2023,0.0923,-0.2286,1.8214,0.9227,2.4262,-0.1532,0,IWM,970608000
CXT,Crane Nxt Co.,60.19,0.0174,315716,26,11/6/2023,0.0556,-0.0754,0.5361,0.1111,0.3524,-0.1302,0,,3418607104
MED,Medifast,53.53,-0.021,223242,453,11/6/2023,0.1147,-0.025,-0.4729,-0.3299,-0.2524,-0.4147,0,IWM,580524288
TDC,Teradata,48.99,0.0066,762281,348,11/6/2023,0.1,0.0149,-0.6133,0.254,0.9857,-0.4972,0,,4791222272
GH,Guardant Health,22.61,0.0098,1521944,731,11/6/2023,0.111,-0.0541,-0.0384,-0.1112,0.2793,-0.6053,0,IWM,2744395008
NEO,Neogenomics,14.36,-0.0097,971351,704,11/6/2023,0.1267,0.142,0.3079,0.3915,0.7995,-0.2524,0,IWM,1830296832
FANG,Diamondback Energy,151.74,-0.0113,1769045,5427,11/6/2023,0.0317,-0.0084,-0.3809,-0.076,0.0522,-0.1845,0,QQQ - SPY - XLE - XOP,27159169024
SGC,Superior Gr Of Cos,13.73,-0.0007,47365,14,11/6/2023,0.0838,0.0686,0.1397,0.0004,0.2121,-0.1391,0,,226486368
VMEO,Vimeo,4.01,0.0665,1086932,204,11/6/2023,0.0422,0.0627,0.0456,0.0767,0.3973,-0.1142,0,IWM,672076032
CRSP,Crispr Therapeutics Ag - Common Shares,70.01,0.0171,2374487,12878,11/6/2023,0.0784,0.1357,0.7071,0.4656,1.1982,-0.023,0,IBB - XBI,5559595520
SVC,Service Properties Trust - Shares Of Beneficial Interest,7.76,0.0052,773318,362,11/6/2023,0.0848,-0.026,-0.3842,-0.0352,0.2848,-0.2032,0,VNQ - IWM,1286376832
BCSF,Bain Capital Specialty Finance,14.97,0.0027,227378,41,11/6/2023,0.0175,-0.0261,-0.0568,0.2136,0.3314,0.1684,0,,966497088
LAND,Gladstone Land,13.51,0,182115,91,11/6/2023,0.0408,0.0014,0.7303,-0.1655,-0.0006,-0.584,0,VNQ - IWM,484177344
O,Realty Income,52.76,-0.0075,7052067,5465,11/6/2023,0.0331,0.0048,-0.1729,0.0081,0.0683,-0.0521,0,SPY - VNQ - XLRE - IYR - NOBL,43893649408
NSTG,Nanostring Technologies,0.23,0.9828,7127771,246,11/6/2023,0.0852,0.0181,0.5449,0.288,1.2256,-0.1558,0,,11067209
RDW,Redwire,3.04,0.0033,157637,855,11/6/2023,0.0713,-0.0737,2.4597,-0.0817,0.4683,-0.5703,0,IWM,196887200
ARKO,Arko Corp.,8.12,0.005,211304,24,11/6/2023,0.0563,-0.0572,-0.2504,0.1268,0.3529,-0.0537,0,XRT - IWM,948490688
GORO,Gold Resource,0.255,0.0282,541595,21,11/6/2023,0.0689,-0.185,,,,,0,,22616980
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),4.4,-0.0023,1802449,1062,11/6/2023,0.0551,-0.0333,-0.0769,-0.0276,0.1065,-0.1253,0,,1303066624
VNOM,Viper Energy  - Class A,31.71,-0.0003,746824,1206,11/6/2023,0.0546,0.0359,0.1073,-0.0506,0.0881,-0.1736,0,,2761792768
TRIP,Tripadvisor,21.71,-0.0373,2434435,3388,11/6/2023,0.1291,0.1099,-0.1886,-0.0973,0.5389,-0.7184,0,,3007151616
CLLS,Cellectis S.A. - American Depositary Shares,3.06,-0.0097,1279601,94,11/6/2023,0.2016,-0.1341,0.1456,-0.0196,0.4649,-0.3132,0,,219046320
NPCE,Neuropace,16.41,-0.0296,70143,19,11/6/2023,,-0.0181,,,,,0,,431315008
RNG,Ringcentral Class A,33.71,0.0105,1190331,2763,11/6/2023,0.147,0.0269,-0.6447,0.4797,0.8652,-0.2214,0,,3160213248
BWMN,Bowman Consulting Group Ltd.,36.27,0.0006,49092,,11/6/2023,,0.014,,,,,0,IWM,531304736
EOSE,Eos Energy Enterprises,1.16,-0.0492,5961400,7126,11/6/2023,0.2073,-0.2514,0.3981,-0.0731,0.0735,-0.1967,0,IWM,230986160
RCKT,Rocket Pharmaceuticals,29.5,0.0082,806347,401,11/6/2023,0.0885,0.0271,-0.0254,0.003,0.5521,-0.324,0,IBB - XBI - IWM,2659687424
HHH,Howard Hughes Holdings,78.08,0.0072,239363,143,11/6/2023,0.0553,0.0078,-0.2198,,,,0,VNQ - IYR,3912033024
DMRC,Digimarc,41.18,0.046,89321,112,11/6/2023,0.2166,0.0226,-0.3999,0.4979,1.4227,-0.2137,0,IWM,838337088
CRGY,Crescent Energy Company Class A,10.76,-0.0101,911563,158,11/6/2023,0.0683,-0.0851,-0.0575,0.0129,0.2428,-0.2126,0,XOP - IWM,985710720
EVER,Everquote - Class A,15.49,0.0566,297854,56,11/6/2023,0.1342,0.1694,0.2679,0.0301,0.499,-0.2106,0,IWM,505079648
RVMD,Revolution Medicines,30.44,0.002,2094260,1180,11/6/2023,0.0944,-0.0023,-0.0992,-0.0206,0.3383,-0.4752,0,IBB - XBI - IWM,4985965568
RHP,Ryman Hospitality Props,114.56,-0.0002,416575,35,11/6/2023,0.0417,0.0352,0.2912,-0.1184,0.0393,-0.2359,0,VNQ - IWM,6838248960
JELD,Jeld-Wen Holding,19.57,0.015,493633,60,11/6/2023,0.0823,0.1769,1.611,0.1442,0.7475,-0.0737,0,IWM - ITB,1667129472
CTRA,Coterra Energy,24.3,-0.0082,6174567,3717,11/6/2023,0.0388,0.0004,-0.4884,0.0451,0.3493,-0.4038,0,SPY - XLE - XOP,18278256640
ICUI,Icu Medical,101.16,0.017,329758,29,11/6/2023,0.144,-0.1731,0.2418,0.1182,0.6008,-0.5367,0,,2441584640
DCGO,Docgo,3.53,0.0262,1275523,670,11/6/2023,0.1553,0.0534,-0.4123,0.1451,1.0175,-0.2836,0,IWM,366753952
GMRE,Global Medical REIT,9.62,0.0084,305168,61,11/6/2023,0.022,-0.0054,-0.0794,0.0549,0.2382,-0.0942,0,VNQ - IWM,630286016
PCVX,Vaxcyte,74.81,0.009,720433,184,11/6/2023,0.0464,0.0415,0.2553,-0.0185,0.0986,-0.2496,0,IBB - XBI - IWM,8068198400
AQST,Aquestive Therapeutics,2.75,0.0261,475552,178,11/6/2023,0.0716,0.0491,0.5745,0.1596,0.6525,-0.4006,0,,183500048
ACVA,Acv Auctions - Class A,14.49,0.0069,895268,334,11/6/2023,0.1791,-0.0042,-0.5681,0.2107,0.5221,-0.3206,0,IWM,2329380352
ROVR,Rover Group - Class A,10.95,-0.0009,2366797,393,11/6/2023,0.1437,0.2303,0.2341,-0.0171,0.1306,-0.0824,0,IWM,1990789888
RAIL,Freightcar America,2.93,0.0464,33957,47,11/6/2023,0.109,-0.0741,-0.1331,0.0849,0.198,-0.0853,0,,52454796
WTRG,Essential Utilities,35.3,-0.0037,1611036,136,11/6/2023,0.0391,-0.0079,-0.2319,-0.1592,-0.0123,-0.2903,0,,9332240384
PAY,Paymentus Holdings Class A,16.39,0.0354,126958,22,11/6/2023,0.1467,0.0696,-0.2671,0.1058,0.4046,-0.1685,0,,2027398656
SWAV,Shockwave Medical,233.71,-0.013,559194,757,11/6/2023,0.129,-0.1708,0.4224,-0.132,0.4038,-0.4355,0,,8623139840
OLP,One Liberty Props,20.54,0.0168,61471,13,11/6/2023,0.021,-0.0031,0.0458,-0.197,-0.0184,-0.4477,0,VNQ - IWM,432689280
OLO,Olo Class A,5.81,0.0283,1176459,84,11/6/2023,0.0956,-0.2564,0.8624,-0.2164,0.4021,-0.5146,0,IWM,953878848
MGNX,Macrogenics,17.32,-0.0536,796355,185,11/6/2023,0.122,0.171,0.1154,0.56,1.1729,0.1568,0,IBB - XBI - IWM,1074350080
GATO,Gatos Silver,6.52,-0.0121,296610,65,11/6/2023,0.1171,-0.0285,-0.2226,0.0537,0.1842,-0.056,0,,450756928
IVR,Invesco Mortgage Capital,8.53,0.0167,1319250,981,11/6/2023,0.0574,-0.0268,-0.1664,-0.2678,0.5903,-0.7671,0,IWM,413369088
AMK,Assetmark Financial Hldgs,31.77,0.0147,103376,35,11/6/2023,0.0247,0.0372,0.0811,0.2557,0.4037,-0.1428,0,IWM,2359304704
CCCS,CCC Intelligent Solutions Holdings,11.25,0.0036,2261651,296,11/6/2023,0.0555,0.0697,0.3155,-0.1489,0.09,-0.3377,0,,6776770560
ISPO,Inspirato - Class A,4.3,0.0258,119580,25,11/6/2023,0.1149,-0.0803,12.2102,0.1973,0.8276,-0.051,0,,15019084
ADEA,Adeia,13.08,0.01,482684,38,11/6/2023,0.0337,0.0494,0.0294,0.7489,2.1532,-0.0359,0,IWM,1477111296
ERJ,Embraer S.A.,18.11,0.0296,1032572,720,11/6/2023,0.0757,0.0007,-0.3416,-0.0462,0.336,-0.3815,0,,3326050304
OPRX,Optimizerx,15.31,-0.0116,157441,259,11/6/2023,0.1228,0.1531,0.2064,0.566,1.7723,-0.1155,0,IWM,277914464
EEX,Emerald Holding,6.45,0.0403,61567,31,11/6/2023,0.1081,-0.0583,0.4923,0.0541,0.2223,-0.0591,0,IWM,405516448
OSG,Overseas Shipholding Group Class A,6.44,0.0421,414918,119,11/6/2023,0.0579,-0.0103,-0.2304,-0.2083,-0.0678,-0.3629,0,IWM,456895328
BDTX,Black Diamond Therapeutics,4.23,-0.0537,523652,118,11/6/2023,0.104,0.0053,3.7098,-0.0822,0.2173,-0.4893,0,,218163600
BNTX,Biontech Se - American Depositary Shares,93.14,-0.0102,700061,1890,11/6/2023,0.079,0.041,-0.0916,-0.1707,0.2585,-0.3733,0,IBB,22446180352
RAND,Rand Capital - Closed End,13.4729,0,1655,,11/6/2023,,0.0023,,,,,0,,34773840
MDGL,Madrigal Pharmaceuticals,189.88,0.108,419032,922,11/6/2023,0.086,0.0033,-0.0848,0.1248,0.441,-0.1784,0,IBB - XBI - IWM,3748734464
NSPR,Inspiremd,2.75,-0.0036,32867,19,11/6/2023,0.2318,-0.0305,-0.2881,0.0685,0.4407,-0.1502,0,,59261512
SWAG,Stran,1.51,0.0414,23842,,11/6/2023,,0.2398,,,,,0,,28045366
TGLS,Tecnoglass,48.76,0.0054,337660,360,11/6/2023,,-0.1205,,,,,0,,2324621568
AL,Air Lease Class A,42.02,0.0041,718836,266,11/6/2023,0.0659,0.0092,-0.1381,-0.1371,0.064,-0.3142,0,,4664867328
XXII,22Nd Century Group,0.153,0.0479,1178612,379,11/6/2023,0.1679,-0.1089,-0.397,-0.0835,0.2667,-0.5626,0,,6698196
FRPT,Freshpet,87.37,-0.0027,558933,559,11/6/2023,0.1047,0.1691,0.4772,-0.1784,-0.0029,-0.2795,0,,4210859520
JBI,Janus Intl Gr,15.12,0.0107,1449028,102,11/6/2023,0.0924,-0.0218,-0.2349,0.5176,1.9553,-0.6846,0,IWM,2218772224
KOS,Kosmos Energy Ltd. Common Shares (De),5.42,-0.0607,4474763,1240,11/6/2023,0.0791,-0.0661,0.1129,-0.0612,0.2,-0.2007,0,XOP - IWM,2493024512
UG,United-Guardian,9.2605,0.0718,9546,,11/6/2023,,0.2781,,,,,0,,42545692
AXSM,Axsome Therapeutics,96.89,0.0126,638706,983,11/6/2023,0.0937,-0.0418,-0.4299,-0.2631,-0.1402,-0.3615,0,IBB - IWM,4584791552
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR Representing 2 Pfd Shares,2.715,0,709840,1027,11/6/2023,0.1313,-0.0756,3.477,-0.2587,-0.0077,-0.8214,0,,4344119296
LINC,Lincoln Educational Servs,10.14,0.003,73272,33,11/6/2023,0.0826,0.0882,0.1697,0.1336,0.3214,0.0257,0,IWM,317781440
GNE,Genie Energy Ltd. Class B Common Stock,18.49,-0.0212,190340,247,11/6/2023,0.0981,0.135,0.366,0.2384,1.1169,-0.2926,0,IWM,506958624
CEG,Constellation Energy,132.17,0.0111,1633661,1037,11/6/2023,0.0499,0.0654,0.4078,-0.0797,0.3258,-0.6792,0,QQQ - SPY - XLU,42212679680
PHIN,Phinia,30.09,0.0017,464046,100,11/6/2023,0.0782,-0.0183,-0.1329,-0.0833,-0.0833,-0.0833,0,,1404761344
IDR,Idaho Strategic Resources,6.9,0.0299,19131,36,11/6/2023,0.0572,0.0355,0.1739,-0.0836,0.2069,-0.3449,0,,84569992
KNF,Knife River Holding,68.33,0.0028,519503,97,11/6/2023,0.0777,0.0777,0.0091,0.35,0.35,0.35,0,IWM,3865169920
KROS,Keros Therapeutics,53.59,0.0446,361138,92,11/6/2023,0.1149,-0.0078,0.0061,0.108,0.615,-0.0805,0,IBB - XBI - IWM,1821222912
ACRS,Aclaris Therapeutics,1.23,0.0424,3796963,1525,11/6/2023,0.6109,0.0205,-0.0323,0.0921,0.2432,-0.0351,0,IBB - IWM,87077408
TSAT,Telesat - Class A Common Shares And Class B Variable Voting Shares,9.76,0.0114,46496,74,11/6/2023,0.1295,-0.0756,0.0506,0.132,0.4881,-0.1147,0,,132438128
ES,Eversource Energy (D/B/A),54.98,0.0168,2880700,421,11/6/2023,0.0473,0.0204,-0.1708,-0.2095,-0.1199,-0.3142,0,SPY - XLU,19192735744
THS,Treehouse Foods,42.86,-0.0056,392275,32,11/6/2023,0.0856,-0.1031,0.0081,-0.2974,-0.2439,-0.3876,0,IWM,2370158080
KRYS,Krystal Biotech,111.36,0.003,286892,261,11/6/2023,0.1258,-0.1505,0.2698,0.1101,0.6438,-0.2122,0,IBB - XBI - IWM,3117431808
FENC,Fennec Pharmaceuticals,10.16,0.003,113488,51,11/6/2023,0.0959,0.1536,0.9391,-0.1275,0.1765,-0.3149,0,IWM,271368224
ZNTL,Zentalis Pharmaceuticals,11.5,-0.0035,969846,288,11/6/2023,0.174,-0.302,1.0573,0.1247,0.5661,-0.1074,0,IBB - XBI - IWM,813806336
HGV,Hilton Grand Vacations Common,42.74,0.0123,801761,57,11/6/2023,0.0688,-0.0805,0.5027,-0.0215,0.2477,-0.2481,0,IWM,4803856384
FRZA,Forza X1,0.551,0.028,51617,,11/6/2023,,0.1074,,,,,0,,8685275
BRK.A,Berkshire Hathaway,599090,0.0035,8540,,11/4/2023,,-0.0138,,,,,0,,8.69E+11
BRK.B,Berkshire Hathaway New,398.36,0.0022,3185858,15191,11/4/2023,0.0193,-0.0147,,,,,0,SPY - XLF,8.66E+11
KXIN,Kaixin Auto Hldgs,0.2525,-0.0059,689155,543,11/3/2023,0.3192,0.0029,0.0093,0.0106,0.08,-0.0425,0,,6726602
SOLO,Electrameccanica Vehicles Corp. Ltd.,0.2578,0.023,527607,91,11/3/2023,0.1287,-0.0376,-0.1133,-0.1767,0.0292,-0.3955,0,,30752424
TSE,Trinseo PLC Ordinary Shares,5.83,-0.0185,448009,123,11/3/2023,0.1561,-0.0271,0.7311,0.0017,0.2308,-0.3442,0,IWM,205188240
PRME,Prime Medicine,6.74,0.0015,524884,76,11/3/2023,0.1065,-0.0051,0.4489,0.1189,0.4103,-0.1724,0,IBB - IWM,655965760
KA,Kineta,2.63,0.0868,24001,,11/3/2023,,0.0574,,0.046,0.0825,0.0095,0,,27335090
YORW,York Water Company,36.61,0.0136,42247,10,11/3/2023,0.0407,0.0339,0.2039,0.0645,0.2646,-0.0803,0,IWM,523901920
ARQT,Arcutis Biotherapeutics,6.57,0.1526,4566626,1065,11/3/2023,0.2423,0.1016,-0.2441,0.0293,0.5045,-0.3398,0,IBB - IWM,635927424
NRP,Natural Resources,89.4,-0.0039,19788,99,11/3/2023,0.1082,-0.0435,-0.1666,0.0539,0.2193,-0.136,0,,1118036480
ACIU,Ac Immune SA,2.71,-0.0424,103489,53,11/3/2023,0.1468,-0.049,0.1034,-0.1355,0.187,-0.3044,0,IBB,267751824
OMI,Owens & Minor,21.14,0.0404,719786,401,11/3/2023,0.1762,0.2675,0.5904,0.3155,1.2976,-0.4345,0,IWM,1617859328
ASIX,Advansix Common,26,0.0144,157981,48,11/3/2023,0.087,-0.0496,0.1574,-0.0059,0.2225,-0.1181,0,IWM,713279040
NWN,Northwest Natural Hldg,35.13,-0.0065,229879,20,11/3/2023,0.0392,0.0502,0.465,-0.0998,0.0656,-0.2354,0,IWM,1263460096
LSXMA,Liberty Siriusxm Gr,30.32,-0.0023,1026121,619,11/3/2023,0.0752,0.0137,-0.1158,-0.1101,0.1368,-0.6645,0,,9905653760
QRTEB,Qurate Retail - Series B,6.02,0.2674,4148,,11/3/2023,,0.0858,,,,,0,,2344172288
IEP,Icahn Enterprises LP - Depositary Units Representing Limited Partner Interests,19.11,-0.0088,738499,4233,11/3/2023,0.1239,0.1308,0.0031,0.4792,1.4162,-0.0059,0,,7850443776
ACRE,Ares Comml Real Est,8.71,0.0058,487169,155,11/3/2023,0.0479,0.0305,0.0364,0.0622,0.5749,-0.1852,0,IWM,471526944
D,Dominion Energy,44.7,0.0118,5512631,6486,11/3/2023,0.0522,0.0613,0.2738,-0.03,0.0429,-0.1857,0,SPY - XLU,37404819456
TILE,Interface,13.2,0.024,234159,36,11/3/2023,0.0822,0.017,-0.2357,-0.2292,0.0488,-0.4173,0,IWM,767012096
LLYVK,Liberty Media - Series C Liberty Live,37,0.006,394087,,11/3/2023,,0.0403,,,,,0,,3392011520
INTT,Intest,11.81,0.0164,101732,88,11/3/2023,0.1122,-0.0366,-0.1483,-0.1295,-0.02,-0.2656,0,IWM,143579600
LLYVA,Liberty Media - Series A Liberty Live,36.14,0.0003,150020,4,11/3/2023,,0.0401,,,,,0,,3313169920
BATRA,Atlanta Braves Holdings - Series A,43.59,0.0014,41133,30,11/3/2023,0.0512,-0.0103,-0.2556,-0.0257,0.0631,-0.1408,0,IWM,2690343680
LSXMK,Liberty Siriusxm Gr,30.19,-0.0013,1266882,1859,11/3/2023,0.0684,0.014,-0.2142,0.2985,1.2423,-0.1242,0,,9863182336
QSR,Restaurant Brands Intl,77.02,-0.0022,1408205,1356,11/3/2023,0.0507,-0.0005,-0.2768,-0.2865,-0.1437,-0.4138,0,,24601696256
CNK,Cinemark Hldgs,15.04,0.0108,2920993,2176,11/3/2023,0.1032,-0.0179,-0.2233,-0.1256,0.0611,-0.2237,0,IWM,1810838656
ATMU,Atmus Filtration Techs,21.92,0.0032,413684,1580,11/3/2023,0.1243,0.0206,-0.0609,2.3818,2.3818,2.3818,0,IWM,1825887616
QRTEA,Qurate Retail - Series A,0.8408,0.0229,3931105,616,11/3/2023,0.1641,0.5379,,0.0627,0.2574,-0.1148,0,,327405344
SHEN,Shenandoah Telecommunications Co,20.14,0.0182,119716,13,11/3/2023,0.0699,0.0253,-0.4627,0.2828,0.9041,-0.1402,0,IWM,1012326592
TARA,Protara Therapeutics,3.05,0.0554,51554,45,11/3/2023,0.1495,0.1157,-0.085,-0.0464,0.2385,-0.3247,0,,34662944
CISS,C3is,0.124,-0.0159,5634945,,11/3/2023,,0.0254,,,,,0,,5456396
BATRK,Atlanta Braves Holdings - Series C,40.56,0,206659,137,11/3/2023,0.0474,-0.0094,0.0256,-0.1144,-0.0085,-0.209,0,IWM,2503334400
FLR,Fluor,40.42,0.0087,1717116,2499,11/3/2023,0.0899,0.0741,-0.1471,-0.0714,0.5836,-0.3544,0,IWM,6886561280
SRE,Dba Sempra,69.67,-0.0024,3167123,969,11/3/2023,0.0369,0.0037,-0.0657,-0.0459,0.024,-0.0869,0,SPY - XLU,43843821568
LBRDK,Liberty Broadband - Class C,60.98,0.0184,877380,71,11/3/2023,0.0589,0.0049,-0.2587,-0.1111,-0.079,-0.1576,0,,8907110400
BLMN,Bloomin Brands,27.17,-0.0066,1099788,617,11/3/2023,0.0829,0.0025,-0.2234,-0.106,0.0241,-0.1871,0,IWM,2358737408
MORF,Morphic Holding,39.7,0.0256,700540,185,11/3/2023,0.1038,0.0815,0.3436,-0.1727,0.0962,-0.636,0,IBB - XBI - IWM,1974795904
FWONA,Liberty Formula One Group,60.17,0.0131,111194,40,11/3/2023,0.064,-0.0107,-0.0569,0.2337,1.3482,-0.3199,0,,14103462912
LBRDA,Liberty Broadband - Class A,60.99,0.0192,127659,71,11/3/2023,0.0389,0.0054,0.1433,-0.1448,-0.0161,-0.4603,0,,8908571648
FUBO,Fubotv,2.06,0.051,11047131,20151,11/3/2023,0.1392,0.0969,-0.0839,-0.3034,0.3915,-0.7486,0,IWM,602723840
NHC,National Healthcare,92.5,0.017,104128,12,11/3/2023,0.0395,0.0416,0.4523,0.1994,0.7306,-0.0989,0,IWM,1417140736
RPID,Rapid Micro Biosystems - Class A,0.96,0.0105,155021,,11/3/2023,,0.09,,,,,0,,40702944
USM,United States Cellular,41.48,-0.0053,220454,1242,11/3/2023,0.1581,0.0462,-0.3107,1.8556,3.75,0.2021,0,,3512758528
CRBG,Corebridge Financial,23.51,0.0056,3436986,247,11/3/2023,0.0564,0.0052,0.1607,-0.1166,0.0378,-0.5376,0,KBE,14951353344
PRVA,Privia Health Group,20.89,0.0291,774958,196,11/3/2023,0.1293,0.1423,0.1959,-0.2078,0.0828,-0.4353,0,IWM,2387695616
OVID,Ovid Therapeutics,3.87,0.032,130164,25,11/3/2023,0.1015,0.0085,0.003,0.1704,0.3659,-0.0143,0,IBB - IWM,273533728
EAF,Graftech International Ltd.,1.3,-0.0152,3135944,380,11/3/2023,0.0787,-0.1235,-0.037,0.9341,2.3782,0.1667,0,IWM,333576480
FLGT,Fulgent Genetics,25.35,0.0032,197719,247,11/3/2023,0.101,0.1319,0.2432,-0.2008,0.3894,-0.604,0,IBB - IWM,751198080
HR,Healthcare Realty Trust,15.51,-0.0039,3269318,826,11/3/2023,0.0602,-0.006,-0.3915,0.0402,0.2925,-0.0739,0,VNQ - IYR,5904331264
GLYC,Glycomimetics,3.29,0.0281,235783,380,11/3/2023,0.1151,0.0547,-0.4948,-0.0429,-0.0107,-0.075,0,,211853952
MMI,Marcus & Millichap,38.41,0.018,131307,42,11/3/2023,0.0526,0.0701,0.3514,-0.2322,0.0428,-0.4904,0,VNQ - IWM,1474351232
EDIT,Editas Medicine,7.45,0.0391,1674998,1558,11/3/2023,0.0621,0.1838,1.7309,0.2997,1.9123,-0.3508,0,IBB - XBI - IWM,607367040
TDS,Telephone And Data Systems Common Shares,18.55,0.0049,958896,2309,11/3/2023,0.1699,0.0251,-0.2987,1.1081,2.7116,0.4325,0,IWM,2086162560
FWONK,Liberty Formula One Group,66.61,0.0089,936448,298,11/3/2023,0.0736,-0.0062,-0.2458,-0.1724,-0.065,-0.2689,0,,15612957696
WLFC,Willis Lease Finance,49.6,0.002,8183,,11/3/2023,,0.0058,,,,,0,IWM,340252704
LSXMB,Liberty Siriusxm Gr,30.99,0,424,,11/3/2023,,0.0756,,,,,0,,10124545024
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,16.84,-0.0012,20754,42,11/3/2023,0.1139,-0.002,2.5134,-0.0343,0.7284,-0.5771,0,,174735040
AXL,American Axle & Mfg Hldgs,8.2,0.0099,1453679,508,11/3/2023,0.1044,0.1138,0.2227,-0.0054,0.1793,-0.3186,0,IWM,959561472
SFE,Safeguard Scientifics,0.455,-0.3021,64054,23,11/2/2023,0.142,0,-0.1222,0.3659,2.2034,-0.7521,0,,7541908
BZFD,Buzzfeed - Class A,0.1867,0.0147,577924,25,11/2/2023,0.1549,-0.11,-0.0996,-0.0417,0.1452,-0.3923,0,,28263038
ALTR,Altair Engineering - Class A,92.26,0.0239,346050,152,11/2/2023,0.1008,0.1122,0.2367,0.0879,0.4529,-0.191,0,IWM,7452921856
OPEN,Opendoor Technologies,3.51,0.0541,18879188,16189,11/2/2023,0.1874,-0.05,-0.6698,0.1235,0.4627,-0.12,0,VNQ - IYR - IWM,2255386624
KURA,Kura Oncology,19.97,-0.0177,1276691,901,11/2/2023,0.1177,0.0908,-0.0684,-0.0459,0.3075,-0.2386,0,IBB - XBI - IWM,1510708992
DOCN,Digitalocean Holdings,39.42,0.0729,1051940,2358,11/2/2023,0.1808,0.1668,-0.1867,-0.0596,0.9617,-0.506,0,IWM,3502378496
MRUS,Merus N.V. - Common Shares,41,0.0235,435632,127,11/2/2023,0.1084,0.1345,0.5755,0.2981,1.2445,-0.1177,0,IBB,2365477376
OLED,Universal Display,183.74,0.0127,277599,595,11/2/2023,0.0897,0.035,-0.3054,0.0956,0.5036,-0.177,0,SMH,8696773632
VXRT,Vaxart,1.19,0.0085,1168171,219,11/2/2023,0.1449,0.0511,,0.2374,0.8741,-0.1594,0,,182556704
YELP,Yelp,45.49,0.0109,596747,463,11/2/2023,0.0904,0.0453,-0.3757,-0.1948,0.491,-0.5141,0,IWM,3163519488
CERS,Cerus,2.36,0.0261,1264740,107,11/2/2023,0.1232,0.0812,3.5419,-0.0151,0.5757,-0.5982,0,IWM,417945120
ZEUS,Olympic Steel,69.15,0.0121,74541,21,11/2/2023,0.0663,-0.0671,0.5071,0.0153,0.209,-0.3437,0,XME - IWM,769478400
MNMD,Mind Medicine (Mindmed) - Common Shares,4.41,0.0023,504373,667,11/2/2023,0.1999,0.1444,-0.2932,-0.1118,0.0485,-0.4131,0,,165688720
AXTI,Axt,2.52,0.0202,159886,42,11/2/2023,0.0836,0.1658,0.0455,-0.0763,-0.038,-0.1076,0,,110015288
PEN,Penumbra,273.04,0.0026,368139,630,11/2/2023,0.1031,-0.0037,-0.3099,0.0379,0.4013,-0.1943,0,,10441787392
NMFC,New Mountain Finance,12.7,0.0055,332341,29,11/2/2023,,0.0055,,,,,0,,1288282880
